"order id","order date","ship date","ship mode","customer Id",segment,country,state,"product id",category,sub-category,Revenue,discount,quantity,profit
US-2015-118983,22/11/2015,26/11/2015,"Standard Class",HP-14815,"Home Office","United States",Texas,OFF-AP-10002311,"Office Supplies",Appliances,68.81,0.8,5,-123.858
US-2015-118983,22/11/2015,26/11/2015,"Standard Class",HP-14815,"Home Office","United States",Texas,OFF-BI-10000756,"Office Supplies",Binders,2.544,0.8,3,-3.816
CA-2014-105893,11/11/2014,18/11/2014,"Standard Class",PK-19075,Consumer,"United States",Wisconsin,OFF-ST-10004186,"Office Supplies",Storage,665.88,0,6,13.3176
CA-2014-167164,13/05/2014,15/05/2014,"Second Class",AG-10270,Consumer,"United States",Utah,OFF-ST-10000107,"Office Supplies",Storage,55.5,0,2,9.99
CA-2014-143336,27/08/2014,01/09/2014,"Second Class",ZD-21925,Consumer,"United States",California,OFF-AR-10003056,"Office Supplies",Art,8.56,0,2,2.4824
CA-2014-143336,27/08/2014,01/09/2014,"Second Class",ZD-21925,Consumer,"United States",California,TEC-PH-10001949,Technology,Phones,213.48,0.2,3,16.011
CA-2014-143336,27/08/2014,01/09/2014,"Second Class",ZD-21925,Consumer,"United States",California,OFF-BI-10002215,"Office Supplies",Binders,22.72,0.2,4,7.384
CA-2016-137330,09/12/2016,13/12/2016,"Standard Class",KB-16585,Corporate,"United States",Nebraska,OFF-AR-10000246,"Office Supplies",Art,19.46,0,7,5.0596
CA-2016-137330,09/12/2016,13/12/2016,"Standard Class",KB-16585,Corporate,"United States",Nebraska,OFF-AP-10001492,"Office Supplies",Appliances,60.34,0,7,15.6884
US-2017-156909,16/07/2017,18/07/2017,"Second Class",SF-20065,Consumer,"United States",Pennsylvania,FUR-CH-10002774,Furniture,Chairs,71.372,0.3,2,-1.0196
CA-2015-106320,25/09/2015,30/09/2015,"Standard Class",EB-13870,Consumer,"United States",Utah,FUR-TA-10000577,Furniture,Tables,1044.63,0,3,240.2649
CA-2016-121755,16/01/2016,20/01/2016,"Second Class",EH-13945,Consumer,"United States",California,OFF-BI-10001634,"Office Supplies",Binders,11.648,0.2,2,4.2224
CA-2016-121755,16/01/2016,20/01/2016,"Second Class",EH-13945,Consumer,"United States",California,TEC-AC-10003027,Technology,Accessories,90.57,0,3,11.7741
US-2015-150630,17/09/2015,21/09/2015,"Standard Class",TB-21520,Consumer,"United States",Pennsylvania,FUR-BO-10004834,Furniture,Bookcases,3083.43,0.5,7,-1665.0522
US-2015-150630,17/09/2015,21/09/2015,"Standard Class",TB-21520,Consumer,"United States",Pennsylvania,OFF-BI-10000474,"Office Supplies",Binders,9.618,0.7,2,-7.0532
US-2015-150630,17/09/2015,21/09/2015,"Standard Class",TB-21520,Consumer,"United States",Pennsylvania,FUR-FU-10004848,Furniture,Furnishings,124.2,0.2,3,15.525
US-2015-150630,17/09/2015,21/09/2015,"Standard Class",TB-21520,Consumer,"United States",Pennsylvania,OFF-EN-10001509,"Office Supplies",Envelopes,3.264,0.2,2,1.1016
US-2015-150630,17/09/2015,21/09/2015,"Standard Class",TB-21520,Consumer,"United States",Pennsylvania,OFF-AR-10004042,"Office Supplies",Art,86.304,0.2,6,9.7092
US-2015-150630,17/09/2015,21/09/2015,"Standard Class",TB-21520,Consumer,"United States",Pennsylvania,OFF-AR-10001683,"Office Supplies",Art,15.76,0.2,2,3.546
CA-2017-107727,19/10/2017,23/10/2017,"Second Class",MA-17560,"Home Office","United States",Texas,OFF-PA-10000249,"Office Supplies",Paper,29.472,0.2,3,9.9468
CA-2016-117590,08/12/2016,10/12/2016,"First Class",GH-14485,Corporate,"United States",Texas,TEC-PH-10004977,Technology,Phones,1097.544,0.2,7,123.4737
CA-2016-117590,08/12/2016,10/12/2016,"First Class",GH-14485,Corporate,"United States",Texas,FUR-FU-10003664,Furniture,Furnishings,190.92,0.6,5,-147.963
CA-2015-117415,27/12/2015,31/12/2015,"Standard Class",SN-20710,"Home Office","United States",Texas,OFF-EN-10002986,"Office Supplies",Envelopes,113.328,0.2,9,35.415
CA-2015-117415,27/12/2015,31/12/2015,"Standard Class",SN-20710,"Home Office","United States",Texas,FUR-BO-10002545,Furniture,Bookcases,532.3992,0.32,3,-46.9764
CA-2015-117415,27/12/2015,31/12/2015,"Standard Class",SN-20710,"Home Office","United States",Texas,FUR-CH-10004218,Furniture,Chairs,212.058,0.3,3,-15.147
CA-2015-117415,27/12/2015,31/12/2015,"Standard Class",SN-20710,"Home Office","United States",Texas,TEC-PH-10000486,Technology,Phones,371.168,0.2,4,41.7564
CA-2017-120999,10/09/2017,15/09/2017,"Standard Class",LC-16930,Corporate,"United States",Illinois,TEC-PH-10004093,Technology,Phones,147.168,0.2,4,16.5564
CA-2016-101343,17/07/2016,22/07/2016,"Standard Class",RA-19885,Corporate,"United States",California,OFF-ST-10003479,"Office Supplies",Storage,77.88,0,2,3.894
CA-2017-139619,19/09/2017,23/09/2017,"Standard Class",ES-14080,Corporate,"United States",Florida,OFF-ST-10003282,"Office Supplies",Storage,95.616,0.2,2,9.5616
CA-2016-118255,11/03/2016,13/03/2016,"First Class",ON-18715,Corporate,"United States",Minnesota,TEC-AC-10000171,Technology,Accessories,45.98,0,2,19.7714
CA-2016-118255,11/03/2016,13/03/2016,"First Class",ON-18715,Corporate,"United States",Minnesota,OFF-BI-10003291,"Office Supplies",Binders,17.46,0,2,8.2062
CA-2014-146703,20/10/2014,25/10/2014,"Second Class",PO-18865,Consumer,"United States",Michigan,OFF-ST-10001713,"Office Supplies",Storage,211.96,0,4,8.4784
CA-2016-169194,20/06/2016,25/06/2016,"Standard Class",LH-16900,Consumer,"United States",Delaware,TEC-AC-10002167,Technology,Accessories,45,0,3,4.95
CA-2016-169194,20/06/2016,25/06/2016,"Standard Class",LH-16900,Consumer,"United States",Delaware,TEC-PH-10003988,Technology,Phones,21.8,0,2,6.104
CA-2015-115742,18/04/2015,22/04/2015,"Standard Class",DP-13000,Consumer,"United States",Indiana,OFF-BI-10004410,"Office Supplies",Binders,38.22,0,6,17.9634
CA-2015-115742,18/04/2015,22/04/2015,"Standard Class",DP-13000,Consumer,"United States",Indiana,OFF-LA-10002762,"Office Supplies",Labels,75.18,0,6,35.3346
CA-2015-115742,18/04/2015,22/04/2015,"Standard Class",DP-13000,Consumer,"United States",Indiana,FUR-FU-10001706,Furniture,Furnishings,6.16,0,2,2.9568
CA-2015-115742,18/04/2015,22/04/2015,"Standard Class",DP-13000,Consumer,"United States",Indiana,FUR-CH-10003061,Furniture,Chairs,89.99,0,1,17.0981
CA-2016-105816,11/12/2016,17/12/2016,"Standard Class",JM-15265,Corporate,"United States","New York",OFF-FA-10000304,"Office Supplies",Fasteners,15.26,0,7,6.2566
CA-2016-105816,11/12/2016,17/12/2016,"Standard Class",JM-15265,Corporate,"United States","New York",TEC-PH-10002447,Technology,Phones,1029.95,0,5,298.6855
CA-2016-111682,17/06/2016,18/06/2016,"First Class",TB-21055,Consumer,"United States","New York",OFF-ST-10000604,"Office Supplies",Storage,208.56,0,6,52.14
CA-2016-111682,17/06/2016,18/06/2016,"First Class",TB-21055,Consumer,"United States","New York",OFF-PA-10001569,"Office Supplies",Paper,32.4,0,5,15.552
CA-2016-111682,17/06/2016,18/06/2016,"First Class",TB-21055,Consumer,"United States","New York",FUR-CH-10003968,Furniture,Chairs,319.41,0.1,5,7.098
CA-2016-111682,17/06/2016,18/06/2016,"First Class",TB-21055,Consumer,"United States","New York",OFF-PA-10000587,"Office Supplies",Paper,14.56,0,2,6.9888
CA-2016-111682,17/06/2016,18/06/2016,"First Class",TB-21055,Consumer,"United States","New York",TEC-AC-10002167,Technology,Accessories,30,0,2,3.3
CA-2016-111682,17/06/2016,18/06/2016,"First Class",TB-21055,Consumer,"United States","New York",OFF-BI-10001460,"Office Supplies",Binders,48.48,0.2,4,16.362
CA-2016-111682,17/06/2016,18/06/2016,"First Class",TB-21055,Consumer,"United States","New York",OFF-AR-10001868,"Office Supplies",Art,1.68,0,1,0.84
CA-2015-135545,24/11/2015,30/11/2015,"Standard Class",KM-16720,Consumer,"United States",California,TEC-AC-10004633,Technology,Accessories,13.98,0,2,6.1512
CA-2015-135545,24/11/2015,30/11/2015,"Standard Class",KM-16720,Consumer,"United States",California,OFF-BI-10001078,"Office Supplies",Binders,25.824,0.2,6,9.3612
CA-2015-135545,24/11/2015,30/11/2015,"Standard Class",KM-16720,Consumer,"United States",California,OFF-PA-10003892,"Office Supplies",Paper,146.73,0,3,68.9631
CA-2015-135545,24/11/2015,30/11/2015,"Standard Class",KM-16720,Consumer,"United States",California,FUR-FU-10000397,Furniture,Furnishings,79.76,0,4,22.3328
US-2015-164175,30/04/2015,05/05/2015,"Standard Class",PS-18970,"Home Office","United States",Illinois,FUR-CH-10001146,Furniture,Chairs,213.115,0.3,5,-15.2225
CA-2014-106376,05/12/2014,10/12/2014,"Standard Class",BS-11590,Corporate,"United States",Arizona,OFF-AR-10002671,"Office Supplies",Art,1113.024,0.2,8,111.3024
CA-2014-106376,05/12/2014,10/12/2014,"Standard Class",BS-11590,Corporate,"United States",Arizona,TEC-PH-10002726,Technology,Phones,167.968,0.2,4,62.988
CA-2016-119823,04/06/2016,06/06/2016,"First Class",KD-16270,Consumer,"United States",Virginia,OFF-PA-10000482,"Office Supplies",Paper,75.88,0,2,35.6636
CA-2016-106075,18/09/2016,23/09/2016,"Standard Class",HM-14980,Consumer,"United States","New York",OFF-BI-10004654,"Office Supplies",Binders,4.616,0.2,1,1.731
CA-2017-114440,14/09/2017,17/09/2017,"Second Class",TB-21520,Consumer,"United States",Michigan,OFF-PA-10004675,"Office Supplies",Paper,19.05,0,3,8.763
US-2015-134026,26/04/2015,02/05/2015,"Standard Class",JE-15745,Consumer,"United States",Tennessee,FUR-CH-10000513,Furniture,Chairs,831.936,0.2,8,-114.3912
US-2015-134026,26/04/2015,02/05/2015,"Standard Class",JE-15745,Consumer,"United States",Tennessee,FUR-FU-10003708,Furniture,Furnishings,97.04,0.2,2,1.213
US-2015-134026,26/04/2015,02/05/2015,"Standard Class",JE-15745,Consumer,"United States",Tennessee,OFF-ST-10004123,"Office Supplies",Storage,72.784,0.2,1,-18.196
US-2017-118038,09/12/2017,11/12/2017,"First Class",KB-16600,Corporate,"United States",Texas,OFF-BI-10004182,"Office Supplies",Binders,1.248,0.8,3,-1.9344
US-2017-118038,09/12/2017,11/12/2017,"First Class",KB-16600,Corporate,"United States",Texas,OFF-ST-10000615,"Office Supplies",Storage,27.24,0.2,3,2.724
US-2014-147606,26/11/2014,01/12/2014,"Second Class",JE-15745,Consumer,"United States",Texas,FUR-FU-10003194,Furniture,Furnishings,19.3,0.6,5,-14.475
CA-2016-127208,12/06/2016,15/06/2016,"First Class",SC-20770,Corporate,"United States",Alabama,OFF-AP-10002118,"Office Supplies",Appliances,208.16,0,1,56.2032
CA-2016-127208,12/06/2016,15/06/2016,"First Class",SC-20770,Corporate,"United States",Alabama,OFF-BI-10002309,"Office Supplies",Binders,16.74,0,3,8.0352
CA-2014-139451,12/10/2014,16/10/2014,"Standard Class",DN-13690,Consumer,"United States",California,OFF-AR-10002053,"Office Supplies",Art,14.9,0,5,4.172
CA-2014-139451,12/10/2014,16/10/2014,"Standard Class",DN-13690,Consumer,"United States",California,OFF-ST-10002370,"Office Supplies",Storage,21.39,0,1,6.2031
CA-2015-149734,03/09/2015,08/09/2015,"Standard Class",JC-16105,Corporate,"United States","North Carolina",OFF-EN-10000927,"Office Supplies",Envelopes,200.984,0.2,7,62.8075
US-2017-119662,13/11/2017,16/11/2017,"First Class",CS-12400,"Home Office","United States",Illinois,OFF-ST-10003656,"Office Supplies",Storage,230.376,0.2,3,-48.9549
CA-2017-140088,28/05/2017,30/05/2017,"Second Class",PO-18865,Consumer,"United States","South Carolina",FUR-CH-10000863,Furniture,Chairs,301.96,0,2,33.2156
CA-2017-155558,26/10/2017,02/11/2017,"Standard Class",PG-18895,Consumer,"United States",Minnesota,TEC-AC-10001998,Technology,Accessories,19.99,0,1,6.7966
CA-2017-155558,26/10/2017,02/11/2017,"Standard Class",PG-18895,Consumer,"United States",Minnesota,OFF-LA-10000134,"Office Supplies",Labels,6.16,0,2,2.9568
CA-2016-159695,05/04/2016,10/04/2016,"Second Class",GM-14455,"Home Office","United States",Texas,OFF-ST-10003442,"Office Supplies",Storage,158.368,0.2,7,13.8572
CA-2016-109806,17/09/2016,22/09/2016,"Standard Class",JS-15685,Corporate,"United States",California,OFF-AR-10004930,"Office Supplies",Art,20.1,0,3,6.633
CA-2016-109806,17/09/2016,22/09/2016,"Standard Class",JS-15685,Corporate,"United States",California,TEC-PH-10004093,Technology,Phones,73.584,0.2,2,8.2782
CA-2016-109806,17/09/2016,22/09/2016,"Standard Class",JS-15685,Corporate,"United States",California,OFF-PA-10000304,"Office Supplies",Paper,6.48,0,1,3.1104
CA-2015-149587,31/01/2015,05/02/2015,"Second Class",KB-16315,Consumer,"United States",Minnesota,OFF-PA-10003177,"Office Supplies",Paper,12.96,0,2,6.2208
CA-2015-149587,31/01/2015,05/02/2015,"Second Class",KB-16315,Consumer,"United States",Minnesota,FUR-FU-10003799,Furniture,Furnishings,53.34,0,3,16.5354
CA-2015-149587,31/01/2015,05/02/2015,"Second Class",KB-16315,Consumer,"United States",Minnesota,OFF-BI-10002852,"Office Supplies",Binders,32.96,0,2,16.1504
US-2017-109484,06/11/2017,12/11/2017,"Standard Class",RB-19705,"Home Office","United States",Oregon,OFF-BI-10004738,"Office Supplies",Binders,5.682,0.7,1,-3.788
CA-2017-161018,09/11/2017,11/11/2017,"Second Class",PN-18775,"Home Office","United States","New York",FUR-FU-10000629,Furniture,Furnishings,96.53,0,7,40.5426
CA-2017-157833,17/06/2017,20/06/2017,"First Class",KD-16345,Consumer,"United States",California,OFF-BI-10001721,"Office Supplies",Binders,51.312,0.2,3,17.9592
CA-2016-149223,06/09/2016,11/09/2016,"Standard Class",ER-13855,Corporate,"United States",Minnesota,OFF-AP-10000358,"Office Supplies",Appliances,77.88,0,6,22.5852
CA-2016-158568,29/08/2016,02/09/2016,"Standard Class",RB-19465,"Home Office","United States",Illinois,OFF-PA-10003256,"Office Supplies",Paper,64.624,0.2,7,22.6184
CA-2016-158568,29/08/2016,02/09/2016,"Standard Class",RB-19465,"Home Office","United States",Illinois,TEC-AC-10001767,Technology,Accessories,95.976,0.2,3,-10.7973
CA-2016-158568,29/08/2016,02/09/2016,"Standard Class",RB-19465,"Home Office","United States",Illinois,OFF-BI-10002609,"Office Supplies",Binders,1.788,0.8,3,-3.0396
CA-2016-129903,01/12/2016,04/12/2016,"Second Class",GZ-14470,Consumer,"United States",Minnesota,OFF-PA-10004040,"Office Supplies",Paper,23.92,0,4,11.7208
US-2015-156867,13/11/2015,17/11/2015,"Standard Class",LC-16870,Consumer,"United States",Colorado,TEC-AC-10001552,Technology,Accessories,238.896,0.2,6,-26.8758
US-2015-156867,13/11/2015,17/11/2015,"Standard Class",LC-16870,Consumer,"United States",Colorado,FUR-FU-10004006,Furniture,Furnishings,102.36,0.2,3,-3.8385
CA-2017-119004,23/11/2017,28/11/2017,"Standard Class",JM-15250,Consumer,"United States","North Carolina",TEC-AC-10003499,Technology,Accessories,74.112,0.2,8,17.6016
CA-2017-119004,23/11/2017,28/11/2017,"Standard Class",JM-15250,Consumer,"United States","North Carolina",TEC-PH-10002844,Technology,Phones,27.992,0.2,1,2.0994
CA-2017-119004,23/11/2017,28/11/2017,"Standard Class",JM-15250,Consumer,"United States","North Carolina",OFF-AR-10000390,"Office Supplies",Art,3.304,0.2,1,1.0738
CA-2015-129476,15/10/2015,20/10/2015,"Standard Class",PA-19060,"Home Office","United States",Illinois,TEC-AC-10000844,Technology,Accessories,339.96,0.2,5,67.992
CA-2017-146780,25/12/2017,30/12/2017,"Standard Class",CV-12805,Corporate,"United States","New York",FUR-FU-10001934,Furniture,Furnishings,41.96,0,2,10.9096
CA-2016-128867,03/11/2016,10/11/2016,"Standard Class",CL-12565,Consumer,"United States",Iowa,OFF-AR-10000380,"Office Supplies",Art,75.96,0,2,22.788
CA-2016-128867,03/11/2016,10/11/2016,"Standard Class",CL-12565,Consumer,"United States",Iowa,OFF-BI-10003981,"Office Supplies",Binders,27.24,0,6,13.3476
CA-2014-115259,25/08/2014,27/08/2014,"Second Class",RC-19960,Consumer,"United States",Ohio,OFF-FA-10000621,"Office Supplies",Fasteners,40.096,0.2,14,14.5348
CA-2014-115259,25/08/2014,27/08/2014,"Second Class",RC-19960,Consumer,"United States",Ohio,OFF-EN-10002600,"Office Supplies",Envelopes,4.72,0.2,2,1.652
CA-2014-115259,25/08/2014,27/08/2014,"Second Class",RC-19960,Consumer,"United States",Ohio,OFF-PA-10004965,"Office Supplies",Paper,23.976,0.2,3,7.4925
CA-2014-115259,25/08/2014,27/08/2014,"Second Class",RC-19960,Consumer,"United States",Ohio,OFF-EN-10002504,"Office Supplies",Envelopes,130.464,0.2,6,44.0316
CA-2015-110457,02/03/2015,06/03/2015,"Standard Class",DK-13090,Consumer,"United States",Washington,FUR-TA-10001768,Furniture,Tables,787.53,0,3,165.3813
US-2015-136476,05/04/2015,10/04/2015,"Standard Class",GG-14650,Corporate,"United States",Tennessee,OFF-BI-10003650,"Office Supplies",Binders,157.794,0.7,1,-115.7156
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,"United States",Delaware,FUR-FU-10002157,Furniture,Furnishings,47.04,0,3,18.3456
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,"United States",Delaware,OFF-BI-10003910,"Office Supplies",Binders,30.84,0,4,13.878
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,"United States",Delaware,OFF-ST-10000777,"Office Supplies",Storage,226.56,0,6,63.4368
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,"United States",Delaware,OFF-EN-10002500,"Office Supplies",Envelopes,115.02,0,9,51.759
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,"United States",Delaware,TEC-PH-10003875,Technology,Phones,68.04,0,7,19.7316
US-2014-152030,26/12/2014,28/12/2014,"Second Class",AD-10180,"Home Office","United States",Texas,FUR-CH-10004063,Furniture,Chairs,600.558,0.3,3,-8.5794
US-2014-134614,20/09/2014,25/09/2014,"Standard Class",PF-19165,Consumer,"United States",Illinois,FUR-TA-10004534,Furniture,Tables,617.7,0.5,6,-407.682
US-2017-107272,05/11/2017,12/11/2017,"Standard Class",TS-21610,Consumer,"United States",Arizona,OFF-BI-10003274,"Office Supplies",Binders,2.388,0.7,2,-1.8308
US-2017-107272,05/11/2017,12/11/2017,"Standard Class",TS-21610,Consumer,"United States",Arizona,OFF-ST-10002974,"Office Supplies",Storage,243.992,0.2,7,30.499
US-2016-125969,06/11/2016,10/11/2016,"Second Class",LS-16975,"Home Office","United States",California,FUR-CH-10001146,Furniture,Chairs,81.424,0.2,2,-9.1602
US-2016-125969,06/11/2016,10/11/2016,"Second Class",LS-16975,"Home Office","United States",California,FUR-FU-10003773,Furniture,Furnishings,238.56,0,3,26.2416
US-2017-164147,02/02/2017,05/02/2017,"First Class",DW-13585,Corporate,"United States",Ohio,TEC-PH-10002293,Technology,Phones,59.97,0.4,5,-11.994
US-2017-164147,02/02/2017,05/02/2017,"First Class",DW-13585,Corporate,"United States",Ohio,OFF-PA-10002377,"Office Supplies",Paper,78.304,0.2,2,29.364
US-2017-164147,02/02/2017,05/02/2017,"First Class",DW-13585,Corporate,"United States",Ohio,OFF-FA-10002780,"Office Supplies",Fasteners,21.456,0.2,9,6.9732
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,"United States",California,OFF-PA-10001804,"Office Supplies",Paper,20.04,0,3,9.6192
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,"United States",California,OFF-PA-10001736,"Office Supplies",Paper,35.44,0,1,16.6568
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,"United States",California,OFF-AR-10001149,"Office Supplies",Art,11.52,0,4,3.456
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,"United States",California,OFF-FA-10002988,"Office Supplies",Fasteners,4.02,0,2,1.9698
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,"United States",California,OFF-BI-10004781,"Office Supplies",Binders,76.176,0.2,3,26.6616
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,"United States",California,OFF-SU-10001218,"Office Supplies",Supplies,65.88,0,6,18.4464
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,"United States",California,FUR-FU-10001706,Furniture,Furnishings,43.12,0,14,20.6976
CA-2016-110366,05/09/2016,07/09/2016,"Second Class",JD-15895,Corporate,"United States",Pennsylvania,FUR-FU-10004848,Furniture,Furnishings,82.8,0.2,2,10.35
CA-2017-106180,18/09/2017,23/09/2017,"Standard Class",SH-19975,Corporate,"United States",California,OFF-AR-10000940,"Office Supplies",Art,8.82,0,3,2.3814
CA-2017-106180,18/09/2017,23/09/2017,"Standard Class",SH-19975,Corporate,"United States",California,OFF-EN-10004030,"Office Supplies",Envelopes,10.86,0,3,5.1042
CA-2017-106180,18/09/2017,23/09/2017,"Standard Class",SH-19975,Corporate,"United States",California,OFF-PA-10004327,"Office Supplies",Paper,143.7,0,3,68.976
CA-2017-155376,22/12/2017,27/12/2017,"Standard Class",SG-20080,Consumer,"United States",Missouri,OFF-AP-10001058,"Office Supplies",Appliances,839.43,0,3,218.2518
CA-2015-110744,07/09/2015,12/09/2015,"Standard Class",HA-14920,Consumer,"United States",California,OFF-ST-10003656,"Office Supplies",Storage,671.93,0,7,20.1579
CA-2014-110072,22/10/2014,28/10/2014,"Standard Class",MG-17680,"Home Office","United States",Ohio,FUR-FU-10000521,Furniture,Furnishings,93.888,0.2,4,12.9096
CA-2016-114489,05/12/2016,09/12/2016,"Standard Class",JE-16165,Corporate,"United States",Wisconsin,TEC-PH-10000215,Technology,Phones,384.45,0,11,103.8015
CA-2016-114489,05/12/2016,09/12/2016,"Standard Class",JE-16165,Corporate,"United States",Wisconsin,TEC-PH-10001448,Technology,Phones,149.97,0,3,5.9988
CA-2016-114489,05/12/2016,09/12/2016,"Standard Class",JE-16165,Corporate,"United States",Wisconsin,FUR-CH-10000454,Furniture,Chairs,1951.84,0,8,585.552
CA-2016-114489,05/12/2016,09/12/2016,"Standard Class",JE-16165,Corporate,"United States",Wisconsin,OFF-BI-10002735,"Office Supplies",Binders,171.55,0,5,80.6285
CA-2016-158834,13/03/2016,16/03/2016,"First Class",TW-21025,"Home Office","United States",Arizona,OFF-AP-10000326,"Office Supplies",Appliances,157.92,0.2,5,17.766
CA-2016-158834,13/03/2016,16/03/2016,"First Class",TW-21025,"Home Office","United States",Arizona,TEC-PH-10001254,Technology,Phones,203.184,0.2,2,15.2388
CA-2015-124919,31/05/2015,02/06/2015,"First Class",SP-20650,Corporate,"United States",California,OFF-PA-10001950,"Office Supplies",Paper,58.38,0,7,26.271
CA-2015-124919,31/05/2015,02/06/2015,"First Class",SP-20650,Corporate,"United States",California,OFF-PA-10002254,"Office Supplies",Paper,105.52,0,4,48.5392
CA-2015-124919,31/05/2015,02/06/2015,"First Class",SP-20650,Corporate,"United States",California,OFF-ST-10001590,"Office Supplies",Storage,80.88,0,6,21.0288
CA-2015-118948,28/05/2015,03/06/2015,"Standard Class",NK-18490,"Home Office","United States",Washington,OFF-AR-10001547,"Office Supplies",Art,6.63,0,3,1.7901
CA-2014-104269,01/03/2014,06/03/2014,"Second Class",DB-13060,Consumer,"United States",Washington,FUR-CH-10004063,Furniture,Chairs,457.568,0.2,2,51.4764
CA-2016-114104,20/11/2016,24/11/2016,"Standard Class",NP-18670,Consumer,"United States",Oklahoma,OFF-LA-10002475,"Office Supplies",Labels,14.62,0,2,6.8714
CA-2016-114104,20/11/2016,24/11/2016,"Standard Class",NP-18670,Consumer,"United States",Oklahoma,TEC-PH-10004536,Technology,Phones,944.93,0,7,236.2325
CA-2016-162733,11/05/2016,12/05/2016,"First Class",TT-21070,Consumer,"United States",California,OFF-PA-10002751,"Office Supplies",Paper,5.98,0,1,2.691
CA-2015-119697,28/12/2015,31/12/2015,"Second Class",EM-13960,Consumer,"United States",Pennsylvania,TEC-AC-10003657,Technology,Accessories,54.384,0.2,2,1.3596
CA-2016-154508,16/11/2016,20/11/2016,"Standard Class",RD-19900,Consumer,"United States","New Mexico",OFF-EN-10001990,"Office Supplies",Envelopes,28.4,0,5,13.348
CA-2016-113817,07/11/2016,11/11/2016,"Standard Class",MJ-17740,Consumer,"United States",Washington,OFF-BI-10004002,"Office Supplies",Binders,27.68,0.2,2,9.688
CA-2014-139892,08/09/2014,12/09/2014,"Standard Class",BM-11140,Consumer,"United States",Texas,OFF-AR-10004441,"Office Supplies",Art,9.936,0.2,3,2.7324
CA-2014-139892,08/09/2014,12/09/2014,"Standard Class",BM-11140,Consumer,"United States",Texas,TEC-MA-10000822,Technology,Machines,8159.952,0.4,8,-1359.992
CA-2014-139892,08/09/2014,12/09/2014,"Standard Class",BM-11140,Consumer,"United States",Texas,OFF-ST-10000991,"Office Supplies",Storage,275.928,0.2,3,-58.6347
