"order id","order date","ship date","ship mode","customer id",segment,state,city,region,category,sub-category,sales,Quantity,Discount,Profit,order_year,order_month,days_difference,profit_status
CA-2017-114440,14/09/2017,17/09/2017,"Second Class",TB-21520,Consumer,Michigan,Jackson,Central,"Office Supplies",Paper,19.05,3,0,8.763,2017,2017-09,3,Profit
US-2015-134026,26/04/2015,02/05/2015,"Standard Class",JE-15745,Consumer,Tennessee,Memphis,South,Furniture,Chairs,831.936,8,0.2,-114.3912,2015,2015-04,6,Loss
US-2015-134026,26/04/2015,02/05/2015,"Standard Class",JE-15745,Consumer,Tennessee,Memphis,South,Furniture,Furnishings,97.04,2,0.2,1.213,2015,2015-04,6,Profit
US-2015-134026,26/04/2015,02/05/2015,"Standard Class",JE-15745,Consumer,Tennessee,Memphis,South,"Office Supplies",Storage,72.784,1,0.2,-18.196,2015,2015-04,6,Loss
US-2017-118038,09/12/2017,11/12/2017,"First Class",KB-16600,Corporate,Texas,Houston,Central,"Office Supplies",Binders,1.248,3,0.8,-1.9344,2017,2017-12,2,Loss
US-2017-118038,09/12/2017,11/12/2017,"First Class",KB-16600,Corporate,Texas,Houston,Central,"Office Supplies",Storage,27.24,3,0.2,2.724,2017,2017-12,2,Profit
US-2014-147606,26/11/2014,01/12/2014,"Second Class",JE-15745,Consumer,Texas,Houston,Central,Furniture,Furnishings,19.3,5,0.6,-14.475,2014,2014-11,5,Loss
CA-2016-127208,12/06/2016,15/06/2016,"First Class",SC-20770,Corporate,Alabama,Decatur,South,"Office Supplies",Appliances,208.16,1,0,56.2032,2016,2016-06,3,Profit
CA-2016-127208,12/06/2016,15/06/2016,"First Class",SC-20770,Corporate,Alabama,Decatur,South,"Office Supplies",Binders,16.74,3,0,8.0352,2016,2016-06,3,Profit
CA-2014-139451,12/10/2014,16/10/2014,"Standard Class",DN-13690,Consumer,California,"San Francisco",West,"Office Supplies",Art,14.9,5,0,4.172,2014,2014-10,4,Profit
CA-2014-139451,12/10/2014,16/10/2014,"Standard Class",DN-13690,Consumer,California,"San Francisco",West,"Office Supplies",Storage,21.39,1,0,6.2031,2014,2014-10,4,Profit
CA-2015-149734,03/09/2015,08/09/2015,"Standard Class",JC-16105,Corporate,"North Carolina",Durham,South,"Office Supplies",Envelopes,200.984,7,0.2,62.8075,2015,2015-09,5,Profit
US-2017-119662,13/11/2017,16/11/2017,"First Class",CS-12400,"Home Office",Illinois,Chicago,Central,"Office Supplies",Storage,230.376,3,0.2,-48.9549,2017,2017-11,3,Loss
CA-2017-140088,28/05/2017,30/05/2017,"Second Class",PO-18865,Consumer,"South Carolina",Columbia,South,Furniture,Chairs,301.96,2,0,33.2156,2017,2017-05,2,Profit
CA-2017-155558,26/10/2017,02/11/2017,"Standard Class",PG-18895,Consumer,Minnesota,Rochester,Central,Technology,Accessories,19.99,1,0,6.7966,2017,2017-10,7,Profit
CA-2017-155558,26/10/2017,02/11/2017,"Standard Class",PG-18895,Consumer,Minnesota,Rochester,Central,"Office Supplies",Labels,6.16,2,0,2.9568,2017,2017-10,7,Profit
CA-2016-159695,05/04/2016,10/04/2016,"Second Class",GM-14455,"Home Office",Texas,Houston,Central,"Office Supplies",Storage,158.368,7,0.2,13.8572,2016,2016-04,5,Profit
CA-2016-109806,17/09/2016,22/09/2016,"Standard Class",JS-15685,Corporate,California,"Los Angeles",West,"Office Supplies",Art,20.1,3,0,6.633,2016,2016-09,5,Profit
CA-2016-109806,17/09/2016,22/09/2016,"Standard Class",JS-15685,Corporate,California,"Los Angeles",West,Technology,Phones,73.584,2,0.2,8.2782,2016,2016-09,5,Profit
CA-2016-109806,17/09/2016,22/09/2016,"Standard Class",JS-15685,Corporate,California,"Los Angeles",West,"Office Supplies",Paper,6.48,1,0,3.1104,2016,2016-09,5,Profit
CA-2015-149587,31/01/2015,05/02/2015,"Second Class",KB-16315,Consumer,Minnesota,Minneapolis,Central,"Office Supplies",Paper,12.96,2,0,6.2208,2015,2015-01,5,Profit
CA-2015-149587,31/01/2015,05/02/2015,"Second Class",KB-16315,Consumer,Minnesota,Minneapolis,Central,Furniture,Furnishings,53.34,3,0,16.5354,2015,2015-01,5,Profit
CA-2015-149587,31/01/2015,05/02/2015,"Second Class",KB-16315,Consumer,Minnesota,Minneapolis,Central,"Office Supplies",Binders,32.96,2,0,16.1504,2015,2015-01,5,Profit
US-2017-109484,06/11/2017,12/11/2017,"Standard Class",RB-19705,"Home Office",Oregon,Portland,West,"Office Supplies",Binders,5.682,1,0.7,-3.788,2017,2017-11,6,Loss
CA-2017-161018,09/11/2017,11/11/2017,"Second Class",PN-18775,"Home Office","New York","New York City",East,Furniture,Furnishings,96.53,7,0,40.5426,2017,2017-11,2,Profit
CA-2017-157833,17/06/2017,20/06/2017,"First Class",KD-16345,Consumer,California,"San Francisco",West,"Office Supplies",Binders,51.312,3,0.2,17.9592,2017,2017-06,3,Profit
CA-2016-149223,06/09/2016,11/09/2016,"Standard Class",ER-13855,Corporate,Minnesota,"Saint Paul",Central,"Office Supplies",Appliances,77.88,6,0,22.5852,2016,2016-09,5,Profit
CA-2016-158568,29/08/2016,02/09/2016,"Standard Class",RB-19465,"Home Office",Illinois,Chicago,Central,"Office Supplies",Paper,64.624,7,0.2,22.6184,2016,2016-08,4,Profit
CA-2016-158568,29/08/2016,02/09/2016,"Standard Class",RB-19465,"Home Office",Illinois,Chicago,Central,Technology,Accessories,95.976,3,0.2,-10.7973,2016,2016-08,4,Loss
CA-2016-158568,29/08/2016,02/09/2016,"Standard Class",RB-19465,"Home Office",Illinois,Chicago,Central,"Office Supplies",Binders,1.788,3,0.8,-3.0396,2016,2016-08,4,Loss
CA-2016-129903,01/12/2016,04/12/2016,"Second Class",GZ-14470,Consumer,Minnesota,Rochester,Central,"Office Supplies",Paper,23.92,4,0,11.7208,2016,2016-12,3,Profit
US-2015-156867,13/11/2015,17/11/2015,"Standard Class",LC-16870,Consumer,Colorado,Aurora,West,Technology,Accessories,238.896,6,0.2,-26.8758,2015,2015-11,4,Loss
US-2015-156867,13/11/2015,17/11/2015,"Standard Class",LC-16870,Consumer,Colorado,Aurora,West,Furniture,Furnishings,102.36,3,0.2,-3.8385,2015,2015-11,4,Loss
CA-2017-119004,23/11/2017,28/11/2017,"Standard Class",JM-15250,Consumer,"North Carolina",Charlotte,South,Technology,Accessories,74.112,8,0.2,17.6016,2017,2017-11,5,Profit
CA-2017-119004,23/11/2017,28/11/2017,"Standard Class",JM-15250,Consumer,"North Carolina",Charlotte,South,Technology,Phones,27.992,1,0.2,2.0994,2017,2017-11,5,Profit
CA-2017-119004,23/11/2017,28/11/2017,"Standard Class",JM-15250,Consumer,"North Carolina",Charlotte,South,"Office Supplies",Art,3.304,1,0.2,1.0738,2017,2017-11,5,Profit
CA-2015-129476,15/10/2015,20/10/2015,"Standard Class",PA-19060,"Home Office",Illinois,"Orland Park",Central,Technology,Accessories,339.96,5,0.2,67.992,2015,2015-10,5,Profit
CA-2017-146780,25/12/2017,30/12/2017,"Standard Class",CV-12805,Corporate,"New York","New York City",East,Furniture,Furnishings,41.96,2,0,10.9096,2017,2017-12,5,Profit
CA-2016-128867,03/11/2016,10/11/2016,"Standard Class",CL-12565,Consumer,Iowa,Urbandale,Central,"Office Supplies",Art,75.96,2,0,22.788,2016,2016-11,7,Profit
CA-2016-128867,03/11/2016,10/11/2016,"Standard Class",CL-12565,Consumer,Iowa,Urbandale,Central,"Office Supplies",Binders,27.24,6,0,13.3476,2016,2016-11,7,Profit
CA-2014-115259,25/08/2014,27/08/2014,"Second Class",RC-19960,Consumer,Ohio,Columbus,East,"Office Supplies",Fasteners,40.096,14,0.2,14.5348,2014,2014-08,2,Profit
CA-2014-115259,25/08/2014,27/08/2014,"Second Class",RC-19960,Consumer,Ohio,Columbus,East,"Office Supplies",Envelopes,4.72,2,0.2,1.652,2014,2014-08,2,Profit
CA-2014-115259,25/08/2014,27/08/2014,"Second Class",RC-19960,Consumer,Ohio,Columbus,East,"Office Supplies",Paper,23.976,3,0.2,7.4925,2014,2014-08,2,Profit
CA-2014-115259,25/08/2014,27/08/2014,"Second Class",RC-19960,Consumer,Ohio,Columbus,East,"Office Supplies",Envelopes,130.464,6,0.2,44.0316,2014,2014-08,2,Profit
CA-2015-110457,02/03/2015,06/03/2015,"Standard Class",DK-13090,Consumer,Washington,Seattle,West,Furniture,Tables,787.53,3,0,165.3813,2015,2015-03,4,Profit
US-2015-136476,05/04/2015,10/04/2015,"Standard Class",GG-14650,Corporate,Tennessee,Bristol,South,"Office Supplies",Binders,157.794,1,0.7,-115.7156,2015,2015-04,5,Loss
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,Delaware,Wilmington,East,Furniture,Furnishings,47.04,3,0,18.3456,2016,2016-06,3,Profit
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,Delaware,Wilmington,East,"Office Supplies",Binders,30.84,4,0,13.878,2016,2016-06,3,Profit
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,Delaware,Wilmington,East,"Office Supplies",Storage,226.56,6,0,63.4368,2016,2016-06,3,Profit
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,Delaware,Wilmington,East,"Office Supplies",Envelopes,115.02,9,0,51.759,2016,2016-06,3,Profit
CA-2016-103730,12/06/2016,15/06/2016,"First Class",SC-20725,Consumer,Delaware,Wilmington,East,Technology,Phones,68.04,7,0,19.7316,2016,2016-06,3,Profit
US-2014-152030,26/12/2014,28/12/2014,"Second Class",AD-10180,"Home Office",Texas,Houston,Central,Furniture,Chairs,600.558,3,0.3,-8.5794,2014,2014-12,2,Loss
US-2014-134614,20/09/2014,25/09/2014,"Standard Class",PF-19165,Consumer,Illinois,Bloomington,Central,Furniture,Tables,617.7,6,0.5,-407.682,2014,2014-09,5,Loss
US-2017-107272,05/11/2017,12/11/2017,"Standard Class",TS-21610,Consumer,Arizona,Phoenix,West,"Office Supplies",Binders,2.388,2,0.7,-1.8308,2017,2017-11,7,Loss
US-2017-107272,05/11/2017,12/11/2017,"Standard Class",TS-21610,Consumer,Arizona,Phoenix,West,"Office Supplies",Storage,243.992,7,0.2,30.499,2017,2017-11,7,Profit
US-2016-125969,06/11/2016,10/11/2016,"Second Class",LS-16975,"Home Office",California,"Los Angeles",West,Furniture,Chairs,81.424,2,0.2,-9.1602,2016,2016-11,4,Loss
US-2016-125969,06/11/2016,10/11/2016,"Second Class",LS-16975,"Home Office",California,"Los Angeles",West,Furniture,Furnishings,238.56,3,0,26.2416,2016,2016-11,4,Profit
US-2017-164147,02/02/2017,05/02/2017,"First Class",DW-13585,Corporate,Ohio,Columbus,East,Technology,Phones,59.97,5,0.4,-11.994,2017,2017-02,3,Loss
US-2017-164147,02/02/2017,05/02/2017,"First Class",DW-13585,Corporate,Ohio,Columbus,East,"Office Supplies",Paper,78.304,2,0.2,29.364,2017,2017-02,3,Profit
US-2017-164147,02/02/2017,05/02/2017,"First Class",DW-13585,Corporate,Ohio,Columbus,East,"Office Supplies",Fasteners,21.456,9,0.2,6.9732,2017,2017-02,3,Profit
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,California,Roseville,West,"Office Supplies",Paper,20.04,3,0,9.6192,2016,2016-10,6,Profit
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,California,Roseville,West,"Office Supplies",Paper,35.44,1,0,16.6568,2016,2016-10,6,Profit
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,California,Roseville,West,"Office Supplies",Art,11.52,4,0,3.456,2016,2016-10,6,Profit
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,California,Roseville,West,"Office Supplies",Fasteners,4.02,2,0,1.9698,2016,2016-10,6,Profit
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,California,Roseville,West,"Office Supplies",Binders,76.176,3,0.2,26.6616,2016,2016-10,6,Profit
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,California,Roseville,West,"Office Supplies",Supplies,65.88,6,0,18.4464,2016,2016-10,6,Profit
CA-2016-145583,13/10/2016,19/10/2016,"Standard Class",LC-16885,Consumer,California,Roseville,West,Furniture,Furnishings,43.12,14,0,20.6976,2016,2016-10,6,Profit
CA-2016-110366,05/09/2016,07/09/2016,"Second Class",JD-15895,Corporate,Pennsylvania,Philadelphia,East,Furniture,Furnishings,82.8,2,0.2,10.35,2016,2016-09,2,Profit
CA-2017-106180,18/09/2017,23/09/2017,"Standard Class",SH-19975,Corporate,California,"San Francisco",West,"Office Supplies",Art,8.82,3,0,2.3814,2017,2017-09,5,Profit
CA-2017-106180,18/09/2017,23/09/2017,"Standard Class",SH-19975,Corporate,California,"San Francisco",West,"Office Supplies",Envelopes,10.86,3,0,5.1042,2017,2017-09,5,Profit
CA-2017-106180,18/09/2017,23/09/2017,"Standard Class",SH-19975,Corporate,California,"San Francisco",West,"Office Supplies",Paper,143.7,3,0,68.976,2017,2017-09,5,Profit
CA-2017-155376,22/12/2017,27/12/2017,"Standard Class",SG-20080,Consumer,Missouri,Independence,Central,"Office Supplies",Appliances,839.43,3,0,218.2518,2017,2017-12,5,Profit
CA-2015-110744,07/09/2015,12/09/2015,"Standard Class",HA-14920,Consumer,California,Pasadena,West,"Office Supplies",Storage,671.93,7,0,20.1579,2015,2015-09,5,Profit
CA-2014-110072,22/10/2014,28/10/2014,"Standard Class",MG-17680,"Home Office",Ohio,Newark,East,Furniture,Furnishings,93.888,4,0.2,12.9096,2014,2014-10,6,Profit
CA-2016-114489,05/12/2016,09/12/2016,"Standard Class",JE-16165,Corporate,Wisconsin,Franklin,Central,Technology,Phones,384.45,11,0,103.8015,2016,2016-12,4,Profit
CA-2016-114489,05/12/2016,09/12/2016,"Standard Class",JE-16165,Corporate,Wisconsin,Franklin,Central,Technology,Phones,149.97,3,0,5.9988,2016,2016-12,4,Profit
CA-2016-114489,05/12/2016,09/12/2016,"Standard Class",JE-16165,Corporate,Wisconsin,Franklin,Central,Furniture,Chairs,1951.84,8,0,585.552,2016,2016-12,4,Profit
CA-2016-114489,05/12/2016,09/12/2016,"Standard Class",JE-16165,Corporate,Wisconsin,Franklin,Central,"Office Supplies",Binders,171.55,5,0,80.6285,2016,2016-12,4,Profit
CA-2016-158834,13/03/2016,16/03/2016,"First Class",TW-21025,"Home Office",Arizona,Scottsdale,West,"Office Supplies",Appliances,157.92,5,0.2,17.766,2016,2016-03,3,Profit
CA-2016-158834,13/03/2016,16/03/2016,"First Class",TW-21025,"Home Office",Arizona,Scottsdale,West,Technology,Phones,203.184,2,0.2,15.2388,2016,2016-03,3,Profit
